Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,salary,company_txt,age,python_yn,spark_yn,aws_yn,excel_yn,communication_yn
Data Analyst (APS 4) Assessment Centre,"$71,024 /yr (est.)","APS Level 4 Data Analyst in Various Divisions in ABS Statistics
Multiple positions in various locations
$66,852 – 75,195 (plus 15.4% superannuation and allowances)



The Australian Bureau of Statistics (ABS) is recruiting several Data Analysts to work in various Divisions in our Statistical Services Group. Positions are located in Canberra, Sydney, Brisbane, Melbourne, Hobart, Adelaide and Perth in our Macroeconomic Statistics, Industry Statistics, & Population Labour and Location Statistics teams. We are also recruiting positions in our Enterprise Services Group within the Data Strategy, Integration and Services team. Ongoing (permanent) full-time and part-time positions will be offered.
















We are looking for people who are keen to widen their skill set, but have most or all the following:




Please read the attached",3.9,"Australian Bureau of Statistics
3.9",Belconnen,1001 to 5000 Employees,1905,Government,Investment & Asset Management,Finance,$100 to $500 million (USD),0,71024.0,"Australian Bureau of Statistics
",117,0,0,0,0,0
"Equity, Diversity & Inclusion (EDI) Data Analyst","$91,479 /yr (est.)","Human Resources
Permanent/continuing, full-time appointment
Level: 6/7: $81,741 - $101,216 + 17% superannuation
The Equity, Diversity & Inclusion (EDI) Data Analyst position is responsible for the development, quantitative analysis and interpretation of data associated with the suite of EDI programs and initiatives led by the Human Resources Division, to further develop equity, diversity and inclusion at the University of Wollongong. These programs and initiatives include but are not limited to the Science in Australia Gender Equity (SAGE) Athena SWAN program, Workplace Gender Equality Agency (WGEA) annual reporting, the Australian Workplace Equality Index (AWEI) and the University’s workforce diversity policies and strategies.
The EDI Data Analyst works closely with the Workforce Diversity Advisor, the EDI Workforce Officer, the Aboriginal Employment Strategy Advisor and the broader HR Division to support initiatives that promote diversity and inclusion within the University, informed by robust research and data analysis. This position is also responsible for the preparation and analysis of accurate and relevant data for internal/external EDI compliance and legislative reporting requirements.
Applicants will be prompted to respond to selection criteria within the online application. For further information about the role please contact Natalie Asquith on (02) 4298 1399.",3.9,"University of Wollongong
3.9",Wollongong,5001 to 10000 Employees,1975,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,91479.0,"University of Wollongong
",47,0,0,0,0,0
Data Quality Analyst,"$109,421 /yr (est.)","Employment Type: 7 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313564
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",-1.0,NSW Government -Health System Support Group,Sydney,-1,-1,-1,-1,-1,-1,0,109421.0,NSW Government -Health System Support Gr,-1,0,0,0,0,0
Data Analyst,$55.20 /hr (est.),"If you’re considering a tree change, Western New South Wales provides one of the best Australia has to offer!

To be considered for interview, candidates must address the Selection Criteria in the Position Description.


Employment Type: Permanent Part Time
Position Classification: Health Manager Level 2
Remuneration: $50.52 - $59.88 ph plus super
Hours per week: 32
Location: Negotiable within Western NSW Local Health District",3.6,"Western NSW Local Health District
3.6",New South Wales,5001 to 10000 Employees,-1,Government,-1,-1,Unknown / Non-Applicable,1,114816.0,"Western NSW Local Health District
",-1,0,0,0,0,0
Data & Analytics - Financial Services,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

EY is the only professional services firm with a separate business unit (“FSO”) that is dedicated to the financial services marketplace. Our FSO teams have been at the forefront of every event that has reshaped and redefined the financial services industry. If you have a passion for rallying together to solve the most complex challenges in the financial services industry, come join our dynamic FSO team!",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Expression of Interest - Data Analyst,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Expressions of Interest – Data Analyst

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all",3.8,"EY
3.8",Perth,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Data Analyst - Epidemiology and Analysis,"$109,421 /yr (est.)","Employment Type: 5 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313608
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",3.8,"Health System Support Group
3.8",St Leonards,1001 to 5000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,0,109421.0,"Health System Support Group
",-1,0,0,0,0,0
Data Analyst,$81.25 /hr (est.),"Data Analyst contract
Needing strong Data insights experience
12 month contract
Up to $700 per day plus super
My NSW government client needs a Data Analyst with strong data insights and data profiling experience to join their team. This will be mostly WFH with their office head-office based near Central station in the CBD.
You will be responsible for the analysis of complex data from multiple sources to identify revenue, process and business improvement opportunities, providing new information and insights to the business to inform planning as well as continuous improvement and performance.

Key accountabilities:
This role will look at data linkages and reusable data assets, it will work across prescriptive analytics, data analytics and data insights
Identify, interpret and analyse complex data using linking and statistical techniques to answer multifaceted business problems including the identification of trends and/or patterns in complex data sets, and to create inference or insights
Acquire data from primary or secondary data sources, create databases/data systems to expected standards and coach team members to maintain systems
Oversee the filtering and ""cleaning"" of data to ensure the quality and accuracy of source data being built by team members
Produce reports, visualisations and recommendations to answer complex business problems that are presented in the most appropriate format to ensure clarity for target audience
Analyse and define new process improvement opportunities to support continuous improvement and business outcomes; providing advice to stakeholders, on ways to improve the efficiency and reliability of data products and services
Develop and manage stakeholder relationships through strong and effective communications, managing expectations, mediation and issues management and negotiation to ensure delivery of services and the achievement of outcomes and benefits, engaging with stakeholders at all levels


Experience across profiling, analysis and development of metrics across a range of survey, behavioural and performance data sources to support the delivery of business insights
Strong Data Analytics and Data insights experience
Talend, snowflake, Azure data lake, azure data bricks (data profiling and courier the data), basic visualisation/dashboard experience (however the data analytics side if the role is more important)
SQL, Access, Excel
Need some data modeling experience and or language processing experience
Big data experience highly desired.
Develop and improve logical data linkages to enable new and unique insights
Develop and improve re-usable data assets (business profiles and segmentation) and advanced analytics (e.g. modelling, NLP) to generate prescriptive analytics
Deliver data and metrics for ad-hoc customer requests
Contribute to the design, development and improvement of business insights reporting dashboards
For further information please contact Jane Royeca at Clicks IT Recruitment on 02 9200 4455.
At Clicks we embrace diversity, inclusion and equal opportunity.
We provide reasonable adjustments, including alternate formats to the recruitment process for individuals with disability. If you require an adjustment to be made during the recruitment process, please call 1300 254 257 or email adjustments@clicks.com.au
AU$600 - AU$700 per day + Plus super
Plus super

Type
Contract

Category
Project / Program / PMO support

Reference ID
BBBH70847",3.6,"Clicks IT Recruitment
3.6",Sydney,501 to 1000 Employees,1990,Company - Public,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),1,169000.0,"Clicks IT Recruitment
",32,0,0,0,1,1
Expressions of Interest - Data Engineer | Data & Analytics,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

As a Data Engineer, you will support our clients in defining and implementing a data journey aligned with their strategic objectives. Some of your responsibilities will include:",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Data Analyst - Visualisation (VPSG4),"$94,943 /yr (est.)","Job Description
Location: Melbourne | CBD
Job type: Full time / Fixed Term 30 June 2024
Organisation: Sustainability Victoria
Salary: $88,955 - $100,930
Occupation: Analyst
Reference: VG/4534365",4.2,"Sustainability Victoria
4.2",Melbourne,51 to 200 Employees,-1,Government,-1,-1,Unknown / Non-Applicable,0,94943.0,"Sustainability Victoria
",-1,0,0,0,0,0
"Data Analyst, APS 6","$88,046 /yr (est.)","Classification: APS Level 6
Salary: $81,950 - $94,141
Location: Canberra, Melbourne or Sydney
About ACLEI

The Australian Commission for Law Enforcement Integrity (ACLEI) is an independent agency within the Attorney-General’s Portfolio, established to support the Integrity Commissioner in carrying out his or her responsibilities for detecting, investigating and preventing corrupt conduct in Australian Government agencies with law enforcement functions. The Integrity Commissioner has extensive powers, including the ability to hold coercive hearings, and ACLEI investigative staff are able to use a range of law enforcement powers to assist in the Integrity Commissioner’s investigations.

At ACLEI, we seek the very best. Attracting and supporting clever, innovative and committed people is essential to ensure ACLEI is well placed to undertake its critical work. We work in a complex and dynamic setting where exceptional judgement and an ability to achieve results are critical.

ACLEI is currently undergoing a process of organisational transformation to ensure we remain fit for purpose in an increasingly complex operating environment. In support of our transformation strategy, we are looking for outstanding individuals with the ability to lead, manage, cooperate and perform successfully across a wide range of corporate and operational functions.

A key focus of ACLEI’s leadership culture is our understanding of, and commitment to, creating a diverse and inclusive environment to bring out the best in our people. You will find ACLEI to be a supportive and inclusive workplace.



Reporting to the Senior Data Analyst, the Data Analyst will assist with the production of strategic intelligence insights by ACLEI’s Strategic Intelligence and Data Analysis (SIDA) team. The Data Analyst will also help to design, build and maintain agency data assets that support intelligence and investigations more broadly. The role would suit either an intelligence analyst with an affinity for information technology and data, or a data analyst with experience of, or interest in, intelligence practice.

Working as part of a multi-disciplinary team of strategic intelligence analysts and data analysts, the Data Analyst not only extracts, cleanses, manipulates and analyses corruption-related data, but also recognises the most effective means of presenting that data to a broad and varied client base. The Data Analyst is also responsible for:





Employment with ACLEI is subject to the following conditions:



We encourage applications from the Australian community including Aboriginal and Torres Strait Islander people, people of all ages, people from culturally and linguistically diverse backgrounds, and people with disability.







The key duties of this position and capabilities required are listed in the Information for Applicants below. If after viewing this information you have questions, please contact Stuart Murnain on 0459 928 025.

For assistance with the online application system, please email recruitment@aclei.gov.au",-1.0,Australian Commission for Law Enforcement Integrity (ACLEI),Melbourne,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,88046.0,Australian Commission for Law Enforcement Integrity (ACL,-1,0,0,0,0,0
Data Analyst (APS 4) Assessment Centre,"$71,024 /yr (est.)","APS Level 4 Data Analyst in Various Divisions in ABS Statistics
Multiple positions in various locations
$66,852 – 75,195 (plus 15.4% superannuation and allowances)



The Australian Bureau of Statistics (ABS) is recruiting several Data Analysts to work in various Divisions in our Statistical Services Group. Positions are located in Canberra, Sydney, Brisbane, Melbourne, Hobart, Adelaide and Perth in our Macroeconomic Statistics, Industry Statistics, & Population Labour and Location Statistics teams. We are also recruiting positions in our Enterprise Services Group within the Data Strategy, Integration and Services team. Ongoing (permanent) full-time and part-time positions will be offered.
















We are looking for people who are keen to widen their skill set, but have most or all the following:




Please read the attached",3.9,"Australian Bureau of Statistics
3.9",Belconnen,1001 to 5000 Employees,1905,Government,Investment & Asset Management,Finance,$100 to $500 million (USD),0,71024.0,"Australian Bureau of Statistics
",117,0,0,0,0,0
"Equity, Diversity & Inclusion (EDI) Data Analyst","$91,479 /yr (est.)","Human Resources
Permanent/continuing, full-time appointment
Level: 6/7: $81,741 - $101,216 + 17% superannuation
The Equity, Diversity & Inclusion (EDI) Data Analyst position is responsible for the development, quantitative analysis and interpretation of data associated with the suite of EDI programs and initiatives led by the Human Resources Division, to further develop equity, diversity and inclusion at the University of Wollongong. These programs and initiatives include but are not limited to the Science in Australia Gender Equity (SAGE) Athena SWAN program, Workplace Gender Equality Agency (WGEA) annual reporting, the Australian Workplace Equality Index (AWEI) and the University’s workforce diversity policies and strategies.
The EDI Data Analyst works closely with the Workforce Diversity Advisor, the EDI Workforce Officer, the Aboriginal Employment Strategy Advisor and the broader HR Division to support initiatives that promote diversity and inclusion within the University, informed by robust research and data analysis. This position is also responsible for the preparation and analysis of accurate and relevant data for internal/external EDI compliance and legislative reporting requirements.
Applicants will be prompted to respond to selection criteria within the online application. For further information about the role please contact Natalie Asquith on (02) 4298 1399.",3.9,"University of Wollongong
3.9",Wollongong,5001 to 10000 Employees,1975,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,91479.0,"University of Wollongong
",47,0,0,0,0,0
Data Quality Analyst,"$109,421 /yr (est.)","Employment Type: 7 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313564
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",-1.0,NSW Government -Health System Support Group,Sydney,-1,-1,-1,-1,-1,-1,0,109421.0,NSW Government -Health System Support Gr,-1,0,0,0,0,0
Data Analyst,$55.20 /hr (est.),"If you’re considering a tree change, Western New South Wales provides one of the best Australia has to offer!

To be considered for interview, candidates must address the Selection Criteria in the Position Description.


Employment Type: Permanent Part Time
Position Classification: Health Manager Level 2
Remuneration: $50.52 - $59.88 ph plus super
Hours per week: 32
Location: Negotiable within Western NSW Local Health District",3.6,"Western NSW Local Health District
3.6",New South Wales,5001 to 10000 Employees,-1,Government,-1,-1,Unknown / Non-Applicable,1,114816.0,"Western NSW Local Health District
",-1,0,0,0,0,0
Data & Analytics - Financial Services,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

EY is the only professional services firm with a separate business unit (“FSO”) that is dedicated to the financial services marketplace. Our FSO teams have been at the forefront of every event that has reshaped and redefined the financial services industry. If you have a passion for rallying together to solve the most complex challenges in the financial services industry, come join our dynamic FSO team!",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Expression of Interest - Data Analyst,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Expressions of Interest – Data Analyst

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all",3.8,"EY
3.8",Perth,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Data Analyst - Epidemiology and Analysis,"$109,421 /yr (est.)","Employment Type: 5 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313608
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",3.8,"Health System Support Group
3.8",St Leonards,1001 to 5000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,0,109421.0,"Health System Support Group
",-1,0,0,0,0,0
Data Analyst,$81.25 /hr (est.),"Data Analyst contract
Needing strong Data insights experience
12 month contract
Up to $700 per day plus super
My NSW government client needs a Data Analyst with strong data insights and data profiling experience to join their team. This will be mostly WFH with their office head-office based near Central station in the CBD.
You will be responsible for the analysis of complex data from multiple sources to identify revenue, process and business improvement opportunities, providing new information and insights to the business to inform planning as well as continuous improvement and performance.

Key accountabilities:
This role will look at data linkages and reusable data assets, it will work across prescriptive analytics, data analytics and data insights
Identify, interpret and analyse complex data using linking and statistical techniques to answer multifaceted business problems including the identification of trends and/or patterns in complex data sets, and to create inference or insights
Acquire data from primary or secondary data sources, create databases/data systems to expected standards and coach team members to maintain systems
Oversee the filtering and ""cleaning"" of data to ensure the quality and accuracy of source data being built by team members
Produce reports, visualisations and recommendations to answer complex business problems that are presented in the most appropriate format to ensure clarity for target audience
Analyse and define new process improvement opportunities to support continuous improvement and business outcomes; providing advice to stakeholders, on ways to improve the efficiency and reliability of data products and services
Develop and manage stakeholder relationships through strong and effective communications, managing expectations, mediation and issues management and negotiation to ensure delivery of services and the achievement of outcomes and benefits, engaging with stakeholders at all levels


Experience across profiling, analysis and development of metrics across a range of survey, behavioural and performance data sources to support the delivery of business insights
Strong Data Analytics and Data insights experience
Talend, snowflake, Azure data lake, azure data bricks (data profiling and courier the data), basic visualisation/dashboard experience (however the data analytics side if the role is more important)
SQL, Access, Excel
Need some data modeling experience and or language processing experience
Big data experience highly desired.
Develop and improve logical data linkages to enable new and unique insights
Develop and improve re-usable data assets (business profiles and segmentation) and advanced analytics (e.g. modelling, NLP) to generate prescriptive analytics
Deliver data and metrics for ad-hoc customer requests
Contribute to the design, development and improvement of business insights reporting dashboards
For further information please contact Jane Royeca at Clicks IT Recruitment on 02 9200 4455.
At Clicks we embrace diversity, inclusion and equal opportunity.
We provide reasonable adjustments, including alternate formats to the recruitment process for individuals with disability. If you require an adjustment to be made during the recruitment process, please call 1300 254 257 or email adjustments@clicks.com.au
AU$600 - AU$700 per day + Plus super
Plus super

Type
Contract

Category
Project / Program / PMO support

Reference ID
BBBH70847",3.6,"Clicks IT Recruitment
3.6",Sydney,501 to 1000 Employees,1990,Company - Public,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),1,169000.0,"Clicks IT Recruitment
",32,0,0,0,1,1
Expressions of Interest - Data Engineer | Data & Analytics,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

As a Data Engineer, you will support our clients in defining and implementing a data journey aligned with their strategic objectives. Some of your responsibilities will include:",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Data Analyst - Visualisation (VPSG4),"$94,943 /yr (est.)","Job Description
Location: Melbourne | CBD
Job type: Full time / Fixed Term 30 June 2024
Organisation: Sustainability Victoria
Salary: $88,955 - $100,930
Occupation: Analyst
Reference: VG/4534365",4.2,"Sustainability Victoria
4.2",Melbourne,51 to 200 Employees,-1,Government,-1,-1,Unknown / Non-Applicable,0,94943.0,"Sustainability Victoria
",-1,0,0,0,0,0
"Data Analyst, APS 6","$88,046 /yr (est.)","Classification: APS Level 6
Salary: $81,950 - $94,141
Location: Canberra, Melbourne or Sydney
About ACLEI

The Australian Commission for Law Enforcement Integrity (ACLEI) is an independent agency within the Attorney-General’s Portfolio, established to support the Integrity Commissioner in carrying out his or her responsibilities for detecting, investigating and preventing corrupt conduct in Australian Government agencies with law enforcement functions. The Integrity Commissioner has extensive powers, including the ability to hold coercive hearings, and ACLEI investigative staff are able to use a range of law enforcement powers to assist in the Integrity Commissioner’s investigations.

At ACLEI, we seek the very best. Attracting and supporting clever, innovative and committed people is essential to ensure ACLEI is well placed to undertake its critical work. We work in a complex and dynamic setting where exceptional judgement and an ability to achieve results are critical.

ACLEI is currently undergoing a process of organisational transformation to ensure we remain fit for purpose in an increasingly complex operating environment. In support of our transformation strategy, we are looking for outstanding individuals with the ability to lead, manage, cooperate and perform successfully across a wide range of corporate and operational functions.

A key focus of ACLEI’s leadership culture is our understanding of, and commitment to, creating a diverse and inclusive environment to bring out the best in our people. You will find ACLEI to be a supportive and inclusive workplace.



Reporting to the Senior Data Analyst, the Data Analyst will assist with the production of strategic intelligence insights by ACLEI’s Strategic Intelligence and Data Analysis (SIDA) team. The Data Analyst will also help to design, build and maintain agency data assets that support intelligence and investigations more broadly. The role would suit either an intelligence analyst with an affinity for information technology and data, or a data analyst with experience of, or interest in, intelligence practice.

Working as part of a multi-disciplinary team of strategic intelligence analysts and data analysts, the Data Analyst not only extracts, cleanses, manipulates and analyses corruption-related data, but also recognises the most effective means of presenting that data to a broad and varied client base. The Data Analyst is also responsible for:





Employment with ACLEI is subject to the following conditions:



We encourage applications from the Australian community including Aboriginal and Torres Strait Islander people, people of all ages, people from culturally and linguistically diverse backgrounds, and people with disability.







The key duties of this position and capabilities required are listed in the Information for Applicants below. If after viewing this information you have questions, please contact Stuart Murnain on 0459 928 025.

For assistance with the online application system, please email recruitment@aclei.gov.au",-1.0,Australian Commission for Law Enforcement Integrity (ACLEI),Melbourne,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,88046.0,Australian Commission for Law Enforcement Integrity (ACL,-1,0,0,0,0,0
Data Analyst (APS 4) Assessment Centre,"$71,024 /yr (est.)","APS Level 4 Data Analyst in Various Divisions in ABS Statistics
Multiple positions in various locations
$66,852 – 75,195 (plus 15.4% superannuation and allowances)



The Australian Bureau of Statistics (ABS) is recruiting several Data Analysts to work in various Divisions in our Statistical Services Group. Positions are located in Canberra, Sydney, Brisbane, Melbourne, Hobart, Adelaide and Perth in our Macroeconomic Statistics, Industry Statistics, & Population Labour and Location Statistics teams. We are also recruiting positions in our Enterprise Services Group within the Data Strategy, Integration and Services team. Ongoing (permanent) full-time and part-time positions will be offered.
















We are looking for people who are keen to widen their skill set, but have most or all the following:




Please read the attached",3.9,"Australian Bureau of Statistics
3.9",Belconnen,1001 to 5000 Employees,1905,Government,Investment & Asset Management,Finance,$100 to $500 million (USD),0,71024.0,"Australian Bureau of Statistics
",117,0,0,0,0,0
"Equity, Diversity & Inclusion (EDI) Data Analyst","$91,479 /yr (est.)","Human Resources
Permanent/continuing, full-time appointment
Level: 6/7: $81,741 - $101,216 + 17% superannuation
The Equity, Diversity & Inclusion (EDI) Data Analyst position is responsible for the development, quantitative analysis and interpretation of data associated with the suite of EDI programs and initiatives led by the Human Resources Division, to further develop equity, diversity and inclusion at the University of Wollongong. These programs and initiatives include but are not limited to the Science in Australia Gender Equity (SAGE) Athena SWAN program, Workplace Gender Equality Agency (WGEA) annual reporting, the Australian Workplace Equality Index (AWEI) and the University’s workforce diversity policies and strategies.
The EDI Data Analyst works closely with the Workforce Diversity Advisor, the EDI Workforce Officer, the Aboriginal Employment Strategy Advisor and the broader HR Division to support initiatives that promote diversity and inclusion within the University, informed by robust research and data analysis. This position is also responsible for the preparation and analysis of accurate and relevant data for internal/external EDI compliance and legislative reporting requirements.
Applicants will be prompted to respond to selection criteria within the online application. For further information about the role please contact Natalie Asquith on (02) 4298 1399.",3.9,"University of Wollongong
3.9",Wollongong,5001 to 10000 Employees,1975,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,91479.0,"University of Wollongong
",47,0,0,0,0,0
Data Quality Analyst,"$109,421 /yr (est.)","Employment Type: 7 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313564
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",-1.0,NSW Government -Health System Support Group,Sydney,-1,-1,-1,-1,-1,-1,0,109421.0,NSW Government -Health System Support Gr,-1,0,0,0,0,0
Data Analyst,$55.20 /hr (est.),"If you’re considering a tree change, Western New South Wales provides one of the best Australia has to offer!

To be considered for interview, candidates must address the Selection Criteria in the Position Description.


Employment Type: Permanent Part Time
Position Classification: Health Manager Level 2
Remuneration: $50.52 - $59.88 ph plus super
Hours per week: 32
Location: Negotiable within Western NSW Local Health District",3.6,"Western NSW Local Health District
3.6",New South Wales,5001 to 10000 Employees,-1,Government,-1,-1,Unknown / Non-Applicable,1,114816.0,"Western NSW Local Health District
",-1,0,0,0,0,0
Data & Analytics - Financial Services,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

EY is the only professional services firm with a separate business unit (“FSO”) that is dedicated to the financial services marketplace. Our FSO teams have been at the forefront of every event that has reshaped and redefined the financial services industry. If you have a passion for rallying together to solve the most complex challenges in the financial services industry, come join our dynamic FSO team!",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Expression of Interest - Data Analyst,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Expressions of Interest – Data Analyst

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all",3.8,"EY
3.8",Perth,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,90000.0,"EY
",-1,0,0,0,0,0
Data Analyst - Epidemiology and Analysis,"$109,421 /yr (est.)","Employment Type: 5 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313608
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",3.8,"Health System Support Group
3.8",St Leonards,1001 to 5000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,0,109421.0,"Health System Support Group
",-1,0,0,0,0,0
