,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
253,Data Scientist,-1,"Data Scientist
Mount Waverley, VIC, AU, 3149
About United Energy
United Energy distribute electricity to more than 660,000 customers across east and south-east Melbourne and the Mornington Peninsula, about 90% of our customers are residential. We own and manage the technology, which includes a network of 204,000 poles and over 13,000 kilometres of wires. All day, every day we’re working for our customers, bringing energy into your homes and businesses to keep your world running the way you want it to.
We proudly strive to provide a safe, inclusive and sustainable environment where all of our people feel respected, valued and supported to be the best they can be.",3.3,"CitiPower and Powercor
3.3",Mount Waverley,1001 to 5000 Employees,-1,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD)
254,APS 4/5-6 (S&T 3-4) - Adversarial Machine Learning Researcher/Engineer,"$82,842 /yr (est.)","$69,811 - $95,873 (plus super)
Edinburgh - SA
The Role
This role can be filled as either:

Adversarial Machine Learning Researcher
Adversarial Machine Learning Engineer

You will be part of an S&T team working in the area of Adversarial Machine Learning (AML) undertaking applied research, or engineering tasks, towards quantifying and enhancing the robustness of Machine Learning (ML) solutions for Defence applications.

AML involves countering data-driven attacks on ML solutions, whereby malicious actors modify training or test data to mislead and/or subvert ML predictions. You will help to devise, or implement and evaluate, new robust learning approaches suitable for adversarial environments and undertake research and development into the design and assessment of robust ML solutions for Defence applications, including reinforcement learning and deep learning.

Both roles provide exposure to S&T challenges in cyber security and operations in a military context. In addition, there exists the opportunity to work closely with Australian and international research partners, Defence clients and cyber security domain experts. You will also be supported with training in aspects of cyber security and ML as required, and encouraged to further develop your expertise.

will also be encouraged to engage with the scientific community. The AML Researcher, under guidance and as part of a multi-disciplinary team, will:


, under guidance and as part of a multi-disciplinary team, will:



Cyber and Electronic Warfare Division undertakes research and development focused on identifying, analysing and countering threats to Australia’s defence and national security through electronic means.

Cyberwarfare Operations branch undertakes research and development to help Australian Defence develop an effective cyber warfare capability that enables fight-through in a contested cyber environment.

The Counter Cyber Threats group undertakes research and development to identify, understand and defeat threats to key cyber terrain. Their work supports ADF cyber operations, with a particular focus on defence of military mission systems and platform systems.


We are looking for candidates who can build and sustain positive relationships with team members, actively participate in team work and group activities, work collaboratively and operate as effective team members.

The ideal AML Researcher shall also be able to:


While the ideal AML Engineer shall also be able to:",3.8,"Australian Government Department of Defence
3.8",Adelaide,10000+ Employees,-1,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD)
255,Data Scientist,-1,"Airwallex is a global payments fintech company transforming the way businesses move and manage money globally. We have built a global financial infrastructure platform to help businesses transact, collect and pay across 130+ countries and 50+ currencies, without the constraints of the traditional global financial system. We've grown to 19 global locations and have raised over US$800 million in funding. To support our ambitious growth plans, we’re looking for smart, collaborative and passionate people who are looking to make a genuine impact.
What you will do:
Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations
Work with large and complex data sets to solve a wide array of business problems using different analytical and statistical approaches",3.7,"Airwallex
3.7",New South Wales,1001 to 5000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
256,Head of Data and Analytics,-1,"Description
Data is a key enabler for Catch’s ambitions growth strategy as it underpins every area of the business. Key data use cases at Catch include personalised shopping experiences across web and app, marketing performance improvements with segmentation and recommendations, inventory forecasting, fulfilment network optimisation, measurement of business performance and operational reporting. The Head of Data and Analytics (DNA) will build on the foundations set over the last 3 years To spearhead the next phase of Catch’s data capability. You will be responsible for setting the data strategy in collaboration with senior stakeholders and manage a growing team of 30+ people to deliver it. You will guide the build of a modern data platform using latest cloud technologies. You will partner closely with business leaders to enable every part of the business with data and deliver impactful programs of work. You will design and develop an analytics and reporting function to support business operations with everyday needs. You will deploy advanced analytics techniques like data science, predictive analytics, machine learning to critical business problem and move the needle on significant growth drivers. You will be a champion for data best practices and coordinate data literacy programs to enable self service. This role is a key leadership role within the business. As part of the Product and Technology Leadership Team you will help build a world class integrated product and technology organisation that can enable the Catch strategy and you will help build a culture that team members are proud to be part of. In collaboration with your peers, you will take on key initiatives across architecture, operations, delivery and culture that improve the overall effectiveness of the technology function.",3.1,"Catch Of The Day
3.1",Melbourne,201 to 500 Employees,2006,Company - Private,Other Retail Shops,Retail & Wholesale,$100 to $500 million (USD)
257,Data Scientist,-1,"Job description
Location- Remote first.
East coast Australia. Sydney, Melbourne, Brisbane, Hobart.
TCS, Client is Home In
REQUIRED SKILLS:
Python, AWS EMR, S3, SQL, RedShift
Tableau, Excel.
Experience: 2+ years
Note: should be Australia PR/Dependent visa
Job Type: Full-time",-1,iVEGA Consulting,Parramatta,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
258,Data Scientist,"$125,000 /yr (est.)","Job description
Data Scientist Skills
Programming Skills – knowledge of statistical programming languages like R, Python, and database query languages like SQL, Hive, Pig is desirable. Familiarity with Scala, Java, or C++ is an added advantage.
Statistics – Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimators, etc. Proficiency in statistics is essential for data-driven companies.
Machine Learning – good knowledge of machine learning methods like k-Nearest Neighbors, Naive Bayes, SVM, Decision Forests.
Strong Math Skills (Multivariable Calculus and Linear Algebra) - understanding the fundamentals of Multivariable Calculus and Linear Algebra is important as they form the basis of a lot of predictive performance or algorithm optimization techniques.",-1,GoTech Solutions Pty Ltd,Sydney,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
259,Research Scientist (AI for IT operations/Software) - Salesforce Research Asia,-1,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
About Futureforce University Recruiting
Our Futureforce University Recruiting program is dedicated to attracting, retaining and cultivating talent. Our interns and new graduates work on real projects that affect how our business runs, giving them the opportunity to make a tangible impact on the future of our company. With offices all over the world, our recruits have the chance to collaborate and connect with fellow employees on a global scale. We offer job shadowing, mentorship programs, talent development courses, and much more.
Job Category
Products and Technology",4.5,"Salesforce
4.5",Sydney,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
260,Graduate Machine Learning (Canberra based),-1,"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.",4.7,"KJR
4.7",Canberra,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
261,Biostatistician (Expression of Interest) - Work where you live,-1,"About Prospection

Prospection is a pioneer in healthcare data analytics. Using predictive analytics and machine learning with real-world healthcare data to unearth insights that help research, develop and target better healthcare outcomes for patients.

We analyse large health care data sets (script claims, EMR, Registry, Insurance, Supply Chain, CRM) to provide real world evidence insights, improve medication utilisation and health outcomes.

Founded out of Sydney’s Cicada Innovations in 2012, Prospection works with government, pharmaceutical companies and the medical community across more than 70 therapy programs, including immuno-oncology, HIV and hepatitis, in Australia, UK, USA and Asia Pacific. Prospection is backed by Ellerston JAADE, Main Sequence Ventures, and Horizons Ventures.",4.7,"Prospection Pty
4.7",Sydney,51 to 200 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
262,Graduate Data Scientist - Melbourne,-1,"Be part of a high performing team with a great team culture
We invest time in our people and help them chart their own career trajectory
Flexible work options, competitive salary with generous leave benefits

Based in Melbourne, the Graduate Data Scientist will work alongside product management, software engineering, and project delivery teams, the Data Scientist contributes to the development and enhancement of digital products and data assets by applying advanced statistical and machine learning and data visualisation techniques. The Data Scientist also works with Shell Energy customers to analyse and visualise their data to develop insights and recommendations to help customers to manage energy use and reduce energy costs.

To succeed in this role, the Graduate Data Scientist will need to build an understanding of the energy industry. This includes understanding the flow and manipulation of meter data, the trading of electricity on various markets, the breadth of commercial tariffs in use and new and emerging energy technologies.



Ideally you will be currently studying for, or recently achieved Ph.D. or Master’s degree in applied statistics, machine learning, artificial intelligence, or a related quantitative discipline (Engineering, Computer Science, Statistics, Mathematics, etc.).





At Shell Energy we work in a culture of care and curiosity, and encourage innovation and collaboration. We support flexible working and embrace a diverse and inclusive environment, with people who are passionate about disrupting the industry and simplifying energy for our customers. Guided by our three core values – respect, integrity and honesty – we focus relentlessly on delivering outstanding service and cutting-edge solutions to our customers. We do this by employing the best people in the business, and empowering them to get on and do what they do best.



Shell Energy is Shell’s renewables and energy solutions business in Australia, helping its customers to decarbonise and reduce their environmental footprint.

Shell Energy delivers business energy solutions and innovation across a portfolio of electricity, gas, environmental products and energy productivity for commercial and industrial customers, while our residential energy retailing business Powershop, acquired in 2022, serves more than 185,000 households and small business customers in Australia.

As the second largest electricity provider to commercial and industrial businesses in Australia, Shell Energy offers integrated solutions and market-leading customer satisfaction, built on industry expertise and personalised relationships. The company’s generation assets include 662 megawatts of gas-fired peaking power stations in Western Australia and Queensland, supporting the transition to renewables, and the 120 megawatt Gangarri solar energy development in Queensland.

Shell Energy Australia Pty Ltd and its subsidiaries trade as Shell Energy, while Powershop Australia Pty Ltd trades as Powershop. Further information about Shell Energy and our operations can be found on our website. https://shellenergy.com.au",4.0,"Shell Energy
4.0",Melbourne,1001 to 5000 Employees,2004,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining, Utilities",$500 million to $1 billion (USD)
263,Expressions of Interest - Data & Analytics,-1,"Job no: 509776
Work type: Permanent Full Time
Location: Melbourne, Perth, Brisbane, Darwin, Canberra, Parramatta, Sydney, Wollongong, Penrith, Rhodes, Newcastle/Hunter, Adelaide
Division: Audit, Assurance & Risk Consulting
Join KPMG’s Risk Data and Digital Talent Community and start planning your future
We do our best work together
Learn how we value, celebrate and support our employees
KPMG is one of the most trusted and respected global professional services firms. Through depth of expertise, clarity of insight and strength of purpose we help our clients solve complex challenges, steer change, strengthen, transition and grow. We are looking for talented people who share our purpose of inspiring confidence and empowering change for our clients, our people and our communities.",4.0,"KPMG
4.0",Sydney,1001 to 5000 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD)
264,Senior Data Scientist x 2,"$146,990 /yr (est.)","Organisation/Entity: Transport For NSW
Job Category: Projects
Job Location: Macquarie Park, NSW, AU, 2113
Job Ref No: 64441
Employment Type: Permanent Full-Time
Salary Range: $138670.0-$155309.0
About us

Transport for NSW keeps our State moving by providing safe, integrated and efficient transport systems. We put our customers at the centre of everything we do – and we do a lot. We connect people, communities and industry and manage how they use our road, rail and maritime networks and services, and even active modes like walking and cycling. The work we do connects the journeys you take every day.",3.7,"NSW Government -Transport For NSW
3.7",Sydney,501 to 1000 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable
265,PhD Scholarship in Machine Learning,"$28,870 /yr (est.)","Deep Machine Learning and AI models
Full time, fixed term position at our Hawthorn campus
3-year stipend of $28,870pa


About the Scholarship
We are seeking a motivated, ambitious and curious PhD candidate for the Australian Research Council funded Discovery Project Holobody: Advancing the Future of Mixed Reality Technologies. The project will pioneer a new approach to human-machine interaction in immersive media (XR) called ‘volumetric capture’ (VI). The project aims generate a completely novel approach to interaction in cyber-physical systems, which will have applications in both XR and robotic systems across a wide range fields, e.g. manufacturing, health and the arts.

The PhD will be located within the vibrant research culture of Swinburne University of Technology’s Centre for Transformative Media Technologies, and supervised by members of the Holobody research team, including Professor Kim Vincs and Dr John McCormick at Swinburne, and Professor Ryszard Kowalczyk, SmartSat CRC Chair, Artificial Intelligence, at Uni SA. The project is embedded within the strongly collaborative framework of Swinburne’s MedTechVic, a $6.7M initiative of the Victorian State Government that connects individuals, organisations and researchers across the assistive and medical technology device sector in Victoria. The candidate will also enjoy support via the CRC SmartSat Artificial Intelligence group at Uni SA. Thus, this PhD project will enjoy strong peer support and collaborative opportunities provided by three rich research cultures, and will be provided with connections to our key international collaborators in these areas.


Swinburne is a young university with a long history. As a dual-sector university of technology, born of a technical college, we are proud of Swinburne’s technology DNA, and of our national and global standing. Our contribution to Technology, Entrepreneurship, Innovation and the STEM disciplines, and our track record of meaningful industry and community engagement, are natural manifestations of the legacy initiated by the vision of our founders George and Ethel Swinburne in 1902. We offer postgraduate, undergraduate, vocational education and online education to provide students with a variety of work-relevant pathways.


To be successful in the role, you will have:

A full list of selection criteria is available within the position description.


To or to please click on or and submit a resume, cover letter and , as listed in the position description.

For further information about this position, contact : kvincs@swin.edu.au

If you are experiencing technical difficulties with your application, please contact the Recruitment team on staffrecruitment@swin.edu.au


Equity and diversity are integral to achieving our 2025 vision of bringing people and technology together to build a better world. Swinburne is a large and culturally diverse organisation and we are proud of our commitment to equity and inclusion through key initiatives such as:

For further information on all our initiatives visit our equity and diversity website. We welcome and encourage applicants from diverse backgrounds to apply.


We are committed to making the recruitment process fair and equitable for all our candidates. If you have specific accessibility or support requirements please contact , Diversity & Inclusion Manager at inclusion@swin.edu.au. For support or queries related to Aboriginal and Torres Strait Islander employment, please contact at DeadlyCareers@swin.edu.au

Swinburne offers flexible working options, leave and parenting/carer policies to support work life balance.





(Agency enquiries will not be accepted for this position) (#SW-LI)",4.0,"Swinburne University of Technology
4.0",Melbourne,1001 to 5000 Employees,1992,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
266,AI Scientist - Machine Learning/ Computer Vision / NLP,-1,"AI Scientist - Machine Learning/ Computer Vision / NLP-220000B2

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications

Principal Member of Technical Staff - Digital Assistant and Bots Platform Team

We are a large group within Oracle creating innovative products that leverage the power of AI and Machine Learning to bring world-class speech, vision and natural language capabilities to Oracle’s Digital Assistant platform and Cloud AI services. We are like a start-up inside a large company with a big charter and a lot of creative freedom. We have assembled some of the smartest people in the industry and are growing this team.",3.9,"Oracle
3.9",Melbourne,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
267,Machine Learning Engineer,-1,"About oOh!:
oOh! is a leading operator in Australia and New Zealand’s fast-growing Out Of Home advertising industry and our purpose is to make public spaces better! We create deep engagement between people and brands through Unmissable location-based media solutions that inform, entertain and inspire. Our network is unparalleled, with a diverse portfolio of 37,000 classic and digital signs across roadside, retail, airport and place-based media offering in CBD office towers, cafés, bars and universities.
Investing heavily in technology, we use sophisticated data, industry leading insights and digital innovation, to enable clients to maximise their media investment, through unrivalled and accurate audience targeting. Our physical inventory integrates with experiential, social and mobile online channels to provide clients with greater connections with consumers.",3.5,"oOh!
3.5",South Melbourne,201 to 500 Employees,1989,Company - Public,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD)
268,Data Scientist,-1,"Company Description

At Afterpay, our mission is to power an economy in which everyone can win. We empower customers to access the things they want and need, while still allowing them to maintain financial wellness and control, by splitting payments in four, for both online and in-store purchases. We do this by connecting more than 122,000 retailers across the globe with over 19 million active customers.
We trust in the next generation and share a vision of a more accessible and sustainable world in which people are rewarded for doing the right thing. And as a part of Block, Inc., (NYSE: SQ), we’re united by our shared purpose of economic empowerment. Ready to shape an economy in which everyone wins?",3.7,"Afterpay
3.7",Melbourne,1001 to 5000 Employees,2014,Company - Public,Internet & Web Services,Information Technology,$5 to $10 million (USD)
269,Research Engineer or Applied Scientist,-1,"About The Position:
We are looking for passionate Research Engineers/Applied Scientists to architect, design, research and develop computer vision algorithms and software systems in the areas of 3D Vision and robot SLAM, targeting at camera-based 3D spatial perception and real-time scene understanding for VR/AR/XR applications.
You will work with a team of world class researchers and engineers to build the next generation of visual perception algorithms and systems to achieve spatial AI in VR/AR/XR products. You will mainly contribute to industry grade algorithms and software development. Working with the team, you will integrate the software components into a fully functional system running real time on a mobile/embedded device. Ideal candidates have a research background in 3D computer vision, or Robot SLAM and/or computer graphics, or neural rendering, video game program, as well as must have strong software engineering and C/C++ programming skills. Experience with camera sensors and real time compute and signal processing hardware (GPU/CUDA/DSP) is a plus. This role could be a standard or a senior role, depending on education and past research and employment experience.",4.2,"Tencent
4.2",Canberra,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
270,Developer for AI and Machine Learning - ML Ops (gn) relocation to Germany,-1,"Developer for Artificial Intelligence and Machine Learning - Focus ML Ops (m/f/d)
WHAT WE ARE LOOKING FOR
Design, implementation and maintenance of a Machine Learning Operation process (ML Ops) to continuously optimize existing AI development
Implementation and development of AI processes and algorithms
Strategic development of specialist topics and technical consulting on these topics
Creation of reports and technical documentation
Responsibility for the technical content of project proposals and conducting feasibility analyses
Programming, testing and analysis of software components, according to specifications and in cooperation with a software developer",5.0,"Rheinmetall Electronics GmbH
5.0",Australia,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
271,DigitalBCG | GAMMA Data Scientist,-1,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.

Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.",4.4,"Boston Consulting Group
4.4",Melbourne,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
272,DigitalBCG | GAMMA Lead Data Scientist,-1,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.


BCG GAMMA combines innovative skills in computer science, artificial intelligence, statistics, and machine learning with deep industry expertise. The BCG GAMMA team is comprised of world-class data scientists and business consultants who specialize in the use of advanced analytics to get breakthrough business results. Our teams own the full analytics value-chain end to end: framing new business challenges, building fact-bases, designing innovative algorithms, creating scale through designing tools and apps, and training colleagues and clients in new solutions.",4.4,"Boston Consulting Group
4.4",Melbourne,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
273,Data Scientist,"$135,000 /yr (est.)","Overview
Our client is seeking experienced Data Scientist to assist with the delivery of various ICT Projects across the Division.
Essential criteria
· Data mining or extracting usable data from valuable data sources
· Using machine learning tools to select features, create and optimize classifiers
· Carrying out preprocessing of structured and unstructured data
· Enhancing data collection procedures to include all relevant information for developing analytic systems",-1,Interpro People,Sydney,-1,-1,-1,-1,-1,-1
274,Machine Learning opportunities | multiple positions,-1,"CSIRO's Data61 is hiring
In 2021 Data61 embarked upon an ambitious hiring campaign. At its core, we recognised a unique opportunity to grow our capacity for innovation by increasing our diversity and attracting world-class talent, great minds, skills, opinions, and experiences. This has been hugely successful to date. In 2022, we are entering the 3rd stage of our campaign and seeking to attract more amazing, brilliant, and diverse professionals to our ranks.
We have a range of exciting opportunities available for Research Scientists and Engineers, People Leaders, and individuals who are passionate about science and engineering in the digital and data sciences. We also have a range of opportunities available to graduates; to be considered for our graduate program you will have completed at least an undergraduate degree with first-class Honours (H1 or HD) not less than three years ago.",3.6,"CSIRO
3.6",Canberra,5001 to 10000 Employees,1926,Government,National Services & Agencies,Government & Public Administration,$500 million to $1 billion (USD)
275,Forensic Analytics - 2023 Graduate Program (Canberra),-1,"Date: 12-May-2022

Location:
Canberra, ACT, AU

Department: Financial Advisory

Description:
Job Requisition ID: 23030

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Receive unparalleled professional development through our year-round graduate learning academy
Roll up your sleeves for worthwhile causes on our annual volunteer day, Impact Day, or by working on pro-bono projects.

Are you excited to be a part of the team dealing with real and ever-present threats such as fraud, corruption and money laundering?

What will you get to do?
No two days are the same in the Forensic Analytics Graduate program. We provide consultancy and support to clients on a wide range of financial crime and regulatory issues that include money laundering, financial crime and fraud. We look for needles in the massive haystacks of data and information that can signal trouble in the making. Pretty cool, right?

Your future starts with us.
As part of the Forensic family, we're a fast-growing team of trusted advisors who help clients manage their growing regulatory and customer demands for fraud mitigation. In this diverse team, you’ll be involved in:

Data visualisation, statistical and quantitative analysis, explanatory and predictive modelling information to facilitate an informed decision-making process for clients
Continuous monitoring of client’s transactions and activities
Identification of new opportunities for clients through better utilisation of data

Enough about us, let’s talk about you.
You are an inquisitive student with a knack for solving complex problems. You may also have:

A passion for data analysis and presenting data for visual impact
Completed or may be completing a degree in Statistics, Mathematics, Data Science, Actuarial Science, Physics, IT, Engineering, Computer Science, Commerce or equivalent field(s)
Is quick to learn, naturally inquisitive and always up for a challenge
Is excited an open to learning new ways of working
Australian Citizenship (required)

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.
We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.
We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
276,Data Quality Scientist,"$112,729 /yr (est.)","SYNOPSIS:
Data Quality Scientist


Applications Close Tuesday 25th May 2022 11:59PM AEST
Ongoing
Contact name: Simon Oliver
Phone: (02) 6249 9770",4.3,"Geoscience Australia
4.3",Canberra,501 to 1000 Employees,2001,Government,National Services & Agencies,Government & Public Administration,$100 to $500 million (USD)
277,"Risk Advisory - Digital, Technology & Analytics - 2023 Graduate Program (Canberra)",-1,"Date: 12-May-2022

Location:
Canberra, ACT, AU

Department: Risk Advisory

Description:
Job Requisition ID: 25025

Start your career with Australia’s most impactful risk advisory team and be empowered and trusted to build your skills on real client work and purpose led transformation projects at some of Australia’s most significant organisations
Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Join an organisation recognised for its commitment to diversity and wellbeing in the workplace, and where making an impact that matters is our goal

What you could get to do?
Our clients want to understand and model uncertainty, they want to learn from data, and they want to optimise and automate business decisions. You will be:

Getting directly involved in the development and delivery of solutions for real client problems
Developing and honing your analytical and programming skills, while understanding the technology that supports our solutions
Enhancing your client facing skills through preparing and communicating project deliverables and their tangible impacts for the client
Building your understanding of our clients’ industries and the different challenges that exist in a fast moving regulatory and competitive environment.
Help organisations bridge the gap between risk and opportunity, safely and sustainably
Design and develop cloud solutions to solve customer problems
You will be part of a passionate and supportive team with opportunities to work across a diverse range of industries and the ability to collaborate with a variety of teams across Deloitte.

Your future starts with us.
There are 2 streams to follow within Risk Advisory – Digital, Technology & Analytics:

1. Data & Analytics - We support clients from development of their data strategy and governance framework through to implementation of operational analytics solutions leveraging robotic process automation and machine learning. You will get involved with:

Sourcing and preparing data for analysis
Diving deep into the data to develop meaningful insights for the client using software like Excel, SQL and advanced statistical modelling software such as SAS, SPSS and R.
Focusing on regulatory compliance, reducing operational risk, data lifecycle management, and controls transformation within a wide range of industries
Combining practitioners with advanced analytic skills and deep industrial relations expertise to support clients to navigate the complex workplace regulatory landscape and identify innovative opportunities to achieve great outcomes.

2. Digital & Technology Risk - In an environment where rapidly changing regulations, societal expectations and digital disruption are transforming industries, we help organisations bridge the gap between risk and opportunity, safely and sustainably.

Help clients understand and manage risks as they leverage digital and emerging technologies
Help clients navigate uncertainty and position them to embrace risk and technology with confidence.
Work with clients to assess digital and technology risks and to improve their technology control environments as part of large-scale transformations, informing management reviews and providing specific independent technology audits.
De-risking the cloud modernisation and transformation programs by advising and guiding the customers.

Enough about us, let’s talk about you.
At Deloitte we recognise not only the skills you’ll bring to the table but your potential to grow and develop. That’s why our program provides great mentorship, support and professional development. You will bring:

Background in a STEM field; Information Technology, mathematics/statistics, AI, data science, engineering, machine learning, computer science, programming, robotics or a combination of these degrees
Curiosity, and a desire to learn and share new ideas
High standards and a passion for delivery excellence
An excellent problem solver, communicator and relationship builder, commercial, articulate and able to make the complex simple
Ability to work collaboratively as part of a larger delivery team
Australian permanent residency or Australian/New Zealand Citizenship

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
278,Earth Observation Data Scientist,"$94,842 /yr (est.)","SYNOPSIS:
Earth Observation Data Scientist

Applications Close Sunday 30th of May 2022 11:59PM AEST
Ongoing
Contact name: Imam Alam
Phone: (02) 6249 9802
Email: Imam.Alam@ga.gov.au",4.3,"Geoscience Australia
4.3",Canberra,501 to 1000 Employees,2001,Government,National Services & Agencies,Government & Public Administration,$100 to $500 million (USD)
279,Data Scientist,-1,"An exciting opportunity has arisen for a Data Scientist to join Findex’s dynamic Performance Consulting team.
An exciting opportunity has arisen for a Data Scientist to join Findex’s dynamic Performance Consulting team.
The Opportunity Ahead:
Reporting into the Partner for Data Science, you will work with data science team to develop cloud-based applications and provide data science consulting to our clients.
The ideal candidate has strong technical skills and deep industry experience who can demonstrate the ability to transform and integrate data to build predictive models or provide insights, for enabling better decision making, operational improvements and increased revenue.",3.3,"Findex
3.3",Australia,1001 to 5000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
280,Data Scientist,-1,"At HelloFresh, we want to change the way people eat forever by offering our customers high quality food and recipes for different meal occasions. Over the past 10 years, we've seen this mission spread around the world and beyond our wildest dreams. Now, we are a global food solutions group and the world's leading meal kit company, active in 16 countries across 3 continents. So, how did we do it? Our weekly boxes full of exciting recipes and fresh ingredients have blossomed into a community of customers looking for delicious, healthy and sustainable options. The HelloFresh Group now includes our core brand, HelloFresh, as well as: GreenChef, EveryPlate, Chef's Plate, Factor, and Youfoodz.
Job Description
The Data Scientist will be based in our head office, in Chippendale and this is a fantastic opportunity for a data-driven individual who aspires to become a full-stack data scientist. We are looking for a driven, communicative person with strong programming, analytical and problem solving skills. Ideally you are a tech savvy person with experience using SQL and Python.",3.7,"HelloFresh
3.7",Sydney,10000+ Employees,2011,Company - Public,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD)
